id,new_keyword,old_keyword
3229,computerized tomographic scan,computerized tomographic scans
3230,computerized tomography,computerized tomography
3231,computerized tool,computerized tool
3232,computerized vigilance test,computerized vigilance test
3233,computers in medicine,computers in medicine
3234,comsol,comsol
3235,concentric geometry,concentric geometry
3236,concentric hypertrophy,concentric hypertrophy
3237,concha,concha
3239,concordance,concordance
2822,concordance-index,c-index
3240,concurrent validity,concurrent validity
3241,concussion,concussion
3242,conditional volatility,conditional volatility
3243,conditioned place preference,conditioned place preference
3244,conditioning,conditioning
3245,conduct disorder,conduct disorder
3245,conduct disorder,conduct disorders
3246,conductance,conductance
3247,conduction velocity estimation,conduction velocity estimation
3248,conductive hearing loss,conductive hearing loss
3249,conductive rubber,conductive rubber
3250,conductivity,conductivity
3251,condylar analogue,condylar analogue
3252,condylar atrophy,condylar atrophy
3253,condyle ramus unit,condyle ramus unit
3254,cone beam,cone beam
2367,cone beam computed tomography,cone beam computed tomography
2367,cone beam computed tomography,cone-beam computed tomography
2367,cone beam computed tomography,cbct
2368,cone beam computed tomography image,cbct images
3255,confidence bound,confidence bounds
2812,confidence interval,confidence interval
2812,confidence interval,ci
2553,confirmatory factor analysis,cfa
2553,confirmatory factor analysis,confirmatory factor analysis
3256,conflict,conflict
3257,conflict adaptation,conflict adaptation
3258,conflict frequency,conflict frequency
3259,confounding,confounding
3260,confusion,confusion
3261,confusion matrix,confusion matrix
3262,confusional arousal,confusional arousal
3262,confusional arousal,confusional arousals
3263,congenital,congenital
3265,congenital absence,congenital absence
3266,congenital adrenal hyperplasia,congenital adrenal hyperplasia
3267,congenital airway anomaly,congenital airway abnormalities
3268,congenital airway malformation,congenital airway malformation
3264,congenital anomaly,congenital anomalies
3264,congenital anomaly,congenital abnormality
3269,congenital cardiac anomaly,congenital cardiac anomaly
3270,congenital cataracts,congenital cataracts
3271,congenital central alveolar hypoventilation,congenital central alveolar hypoventilation
3272,congenital central alveolar hypoventilation syndrome,congenital central alveolar hypoventilation syndrome
3273,congenital central hypoventilation,congenital central hypoventilation
2371,congenital central hypoventilation syndrome,congenital central hypoventilation syndrome
2371,congenital central hypoventilation syndrome,cchs
3274,congenital defect,congenital defects
3275,congenital heart disease,congenital heart defects
3275,congenital heart disease,congenital heart disease
3276,congenital hypothyroidism,congenital hypothyroidism
3277,congenital hypoventilation syndrome,congenital hypoventilation syndrome
3278,congenital micrognathia,congenital micrognathia
3279,congenital muscular dystrophy,congenital muscular dystrophies
3280,congenital myopathy,congenital myopathies
3281,congenital myotonic dystrophy,congenital myotonic dystrophy
3282,congenital nasal pyriform aperture stenosis,congenital nasal pyriform aperture stenosis
3283,congenital pharyngeal stenosis,congenital pharyngeal stenosis
3284,congenital respiratory stridor,congenital respiratory stridor
3285,congenital variant of rett syndrome,congenital variant of rett syndrome
3286,congential central hypoventilation,congential central hypoventilation
3287,congestive,congestive
3288,congestive heart failure,congestive heart failure
3288,congestive heart failure,congestive heart failurex
3289,conjoined twins,conjoined twins
3290,conjunctive consolidation,conjunctive consolidation
3291,conjunctivitis,conjunctivitis
3292,connecting tubing,connecting tubing
3293,connective tissue disease,connective tissue disease
3294,connectivity,connectivity
3295,conners parent rating scale,conners parent rating scale
3295,conners parent rating scale,cprs
3296,conners parent rating scales - revised,conners parent rating scales - revised
3297,connexin,connexins
3298,conscious breathing,conscious breathing
3299,conscious pain mapping,conscious pain mapping
3300,conscious sedation,conscious sedation
3301,consecutive patient,consecutive patients
3302,consensus,consensus
3303,consensus guideline,consensus guidelines
3304,consensus procedure,consensus procedure
3305,consensus statement children,consensus statement children
3306,consequence,consequences
3307,conservative,conservative
3308,conservative and surgical treatment,conservative and surgical treatment
3309,conservative therapy of subaxial subluxation,conservative therapy of sas
3310,conservative treatment,conservative treatment
3311,consolidation,consolidation
3312,constant air flow,constant air flow
3313,constant continuous positive airway pressure,constant continuous positive airway pressure
3314,constant positive airway pressure,constant positive airway pressure
3315,constant routine,constant routine
3316,constipation,constipation
3317,constrained reconstruction,constrained reconstruction
3318,constraint satisfaction problem,constraint satisfaction problems
3319,constraint-free biosensing,constraint-free biosensing
3320,consultant,consultants
3321,consultation,consultation
3321,consultation,consultations
3322,consumption,consumption
3323,contact dermatitis,contact dermatitis
3324,contact lenses,contact lenses
3325,contact nd-yag laser,contact nd-yag laser
3326,contact point,contact point
3327,contactless,contactless
3328,contactless monitoring,contactless monitoring
3329,contactless sensing,contactless sensing
3330,contamination,contamination
3331,contemporary surgery,contemporary surgery
3332,content analysis,content analysis
3333,contextual,contextual
3336,continuing education,continuing education
3337,continuing medical education,continuing medical education
3338,continuity hypothesis,continuity hypothesis
3339,continuity theory,continuity theory
3340,continuous airway pressure,continuous airway pressure
3341,continuous ambulatory peritoneal dialysis,continuous ambulatory peritoneal dialysis
3342,continuous arterial pressure measurement,continuous arterial pressure measurement
3343,continuous attention,continuous attention
3344,continuous chromatography,continuous chromatography
3335,continuous erythropoietin receptor activator,continous erythropoietin receptor activator
3345,continuous glucose monitoring,continuous glucose monitor
3345,continuous glucose monitoring,continuous glucose monitoring
3345,continuous glucose monitoring,continuous glucose monitoring system
3346,continuous hypoxia,continuous hypoxia
3347,continuous nasal airflow,continuous nasal airflow
3348,continuous negative airway,continuous negative airway
3349,continuous obstructive sleep apnea,continuous obstructive sleep apnea
3350,continuous performance task,continuous performance task
3350,continuous performance task,cpt
3351,continuous peripheral nerve block,continuous peripheral nerve block
3352,continuous positive,continuous positive
3353,continuous positive air pressure device,continuous positive air pressure device
3354,continuous positive airflow pressure machine,continuous positive airflow pressure machine
3355,continuous positive airway,continuous positive airway
3334,continuous positive airway pressure,continuous positive airway pressure
3334,continuous positive airway pressure,continuos positive airway presume
3334,continuous positive airway pressure,continuous positive airway pressure cpap
3334,continuous positive airway pressure,continuous positive airway pressures
3334,continuous positive airway pressure,continuous positive airways pressure
3334,continuous positive airway pressure,continuous positive air pressure
3334,continuous positive airway pressure,continous positive airway pressure
3334,continuous positive airway pressure,continous positive airways pressure
3334,continuous positive airway pressure,continued positive airway pressure
3334,continuous positive airway pressure,continues positive airway pressure
3334,continuous positive airway pressure,continnous positive airway pressure
3334,continuous positive airway pressure,cpap
3334,continuous positive airway pressure,c-pap
3334,continuous positive airway pressure,cpar
3356,continuous positive airway pressure adherence,cpap adherence
3356,continuous positive airway pressure adherence,continuous positive airway pressure adherence
3541,continuous positive airway pressure and depression,cpap and depression
3357,continuous positive airway pressure and velumount palatal device,continuous positive airway pressure and velumount palatal device
3542,continuous positive airway pressure autotitration,cpap autotitration
3543,continuous positive airway pressure battery,cpap battery
3358,continuous positive airway pressure compliance,cpap compliance
3358,continuous positive airway pressure compliance,continuous positive airway pressure compliance
3544,continuous positive airway pressure daily use,cpap daily use
3359,continuous positive airway pressure device,continuous positive airway pressure device
3545,continuous positive airway pressure devices,cpap devices
3546,continuous positive airway pressure dial-down,cpap dial-down
3547,continuous positive airway pressure duration,cpap duration
3360,continuous positive airway pressure education,continuous positive airway pressure education
3548,continuous positive airway pressure effectiveness,cpap efficacy
3568,continuous positive airway pressure emergent central sleep apnea,cpap-emergent central sleep apnea
3569,continuous positive airway pressure emergent plms,cpap-emergent plms
3361,continuous positive airway pressure failure,cpap failure
3361,continuous positive airway pressure failure,continuous positive airway pressure failure
3549,continuous positive airway pressure failure prediction,cpap failure prediction
3550,continuous positive airway pressure follow-up,cpap follow-up
3551,continuous positive airway pressure gender,cpap gender
3552,continuous positive airway pressure hermeneutics qualitative research sleep apnea support group,cpap hermeneutics qualitative research sleep apnea support group
3553,continuous positive airway pressure hyperbaric respirator,cpap hyperbaric respirator
3554,continuous positive airway pressure interface,cpap interface
3555,continuous positive airway pressure interfaces,cpap interfaces
3556,continuous positive airway pressure intolerance,cpap intolerance
3362,continuous positive airway pressure mask,cpap mask
3362,continuous positive airway pressure mask,continuous positive airway pressure masks
3557,continuous positive airway pressure mask treatment,cpap mask treatment
