S,D,art_year,art_id
control of breathing,dog,1992,100936
electron microscopy,polysomnography,1992,100862
orthodontic appliance,tongue retaining device,1992,100655
analgesics,opioid morphine,1992,100665
hypoglossal nerve,phrenic nerve,1992,100964
pao,respiration,1992,100877
nasopharynx,pulse sequences,1992,100818
blood pressure,cardiac output,1992,100882
apnea,rem,1992,99614
rapid eye movement sleep,sleep apnoea,1992,100817
periodicity index,spectral analytic methods,1992,100928
hypertension,pressoreceptors,1992,97531
saturation impairment time,sleep apnea,1992,125218
blood pressure,hypertension,1992,100671
cardiac output,total peripheral resistance,1992,100882
continuous positive airway,haematocrit,1992,100774
laser,uvulopalatopharyngoplasty,1992,100908
benzodiazepine,supraglottic resistance,1992,100938
polysomnography,weight loss,1992,100919
rheumatoid arthritis,sleep,1992,100922
homo sapiens,nasopharynx,1992,100895
blood pressure,sleep states,1992,97527
rapid eye movement sleep,sleep hypoventilation,1992,125398
obesity hypoventilation syndrome,pulmonary complications,1992,100839
glomus caroticum,high blood pressure,1992,97531
atelectasis,sleep apnea,1992,100839
atrial natriuretic peptide,obstructive sleep apnea syndrome,1992,100845
pulmonary complications,pulmonary embolism,1992,99609
dog,sleep apnea syndrome,1992,97538
compliance to treatment,snoring,1992,100659
activity,sleep,1992,100945
baroreceptors,sleep apnea syndromes,1992,97531
computer,monitor,1992,125220
heart rate changes,mueller manoeuvre,1992,100759
continuous positive airway pressure,snoring,1992,100919
bariatric surgery,polysomnography,1992,99614
bariatric surgery,nrem,1992,100919
pulmonary embolism,surgery,1992,100839
apnea,essential hypertension,1992,100696
control of breathing,upper airway reflexes,1992,100865
sleep apnea syndrome,uvulopalatopharyngoplasty,1992,100649
neck size,obstructive sleep apnoea,1992,100740
pulmonary embolism,sleep apnea,1992,100839
bivariate linear regression equation,least squares criterion,1992,100895
apnea of infancy,upper airway resistance during sleep,1992,100873
polycythaemia,pressure,1992,100774
heart rate,parasympathetic nervous system,1992,100887
arterial oxygen saturation,fluoxetine,1992,125398
high blood pressure,hypoxemia,1992,100899
polysomnography,sleep fragmentation,1992,100649
control of ventilation,hypopneas,1992,97540
obesity,uvulopalatopharyngoplasty,1992,100919
sleep apnea syndrome,upper airway patency,1992,97538
glossopharyngeal neuralgia,syringomyelia,1992,100714
abnormalities,sleep apnea,1992,100818
compartmental ventilation,nonrapideyemovement sleep,1992,97540
pressure,red blood cell count,1992,100774
rem,sleep,1992,99614
orthodontic appliance,sleep position training,1992,100655
chronic obstuctive pulmonary disease,sleep apnea syndrome,1992,100695
pharynx,ultrafast imaging,1992,100818
essential,high,1992,100671
anoxia,sleepiness,1992,100648
arterial oxygen saturation,sleep hypoventilation,1992,100817
cpap,snoring,1992,100772
parasympathetic nervous system,pons medial pontine reticular formation,1992,100665
obesity hypoventilation syndrome,surgery,1992,99609
compartmental ventilation,control of ventilation,1992,97540
daytime polysomnography,selfreport,1992,100872
body mass index,risk,1992,125392
voice characteristics,voice spectrum,1992,100679
obesity hypoventilation syndrome,sleep apnea syndrome,1992,99607
phasic events,respiratory timing,1992,97540
control of breathing,sleep apnea,1992,100914
high,sympathetic nervous system,1992,100671
correlation,homo sapiens,1992,100895
pulmonary hypertension,sleep related hypoxaemia,1992,100956
acid reflux,sleep,1992,100717
apnea,continuous positive airway pressure,1992,100919
obesity hypoventilation syndrome,sleep apnea,1992,99609
bariatric surgery,continuous positive airway pressure,1992,100919
rem,weight loss,1992,100919
cpap,tumour,1992,100849
cpap,sleep apena,1992,100763
apnea of prematurity,sids,1992,100943
apnea,weight loss,1992,100919
obesity hypoventilation syndrome,sleep apnea,1992,100839
apnea,high,1992,100671
driving,hypersomnia,1992,100821
sleep apnea syndrome,sympathetic nervous system,1992,97528
nrem,snoring,1992,99614
chronic low back pain,sleep,1992,100922
snoring,weight loss,1992,100919
bariatric surgery,snoring,1992,100919
sleep,snoring,1992,99614
obstructive sleep apnea syndrome,static charge sensitive bed,1992,100795
factor analysis,questionnaire,1992,100911
sleep apnea syndrome,snoring,1992,100655
sleep scoring,tsleep method,1992,100830
apneahypopnea index,periodicity index,1992,100928
rapideyemovement sleep,respiratory timing,1992,97540
elderly,sleepdisordered breathing,1992,99612
polysomnography,sleep,1992,100919
airways,benzodiazepine,1992,100938
epworth,questionnaire,1992,100911
bivariate linear regression equation,mandible,1992,125219
microinjection,upper airway,1992,100698
abnormalities,pharynx,1992,100818
nrem,snoring,1992,100919
image processing,pharynx,1992,100818
baroreceptors,carotid body,1992,100899
homo sapiens,nasopharynx,1992,125219
atelectasis,morbid obesity,1992,100839
atelectasis,pulmonary embolism,1992,99609
arterial oxygen saturation,rapid eye movement sleep,1992,100817
high blood pressure,pressoreceptors,1992,97531
sleep,upper airway reflexes,1992,100865
children,right ventricular hypertrophy,1992,100795
chemoreflex,sympathetic nervous system,1992,100887
apnea length,sleep apnea,1992,100841
eye movements,phasic events,1992,100959
anoxia,hypoxemia,1992,100899
blood pressure,parasympathetic nervous system,1992,97528
multiple sleep latency test,sleepiness,1992,100838
blood pressure,total peripheral resistance,1992,97527
nasopharyngeal tube,sleep apnea syndrome,1992,100655
continuous positive airway pressure treatment,sleep apnea syndrome,1992,100838
chronic obstructive pulmonary disease,pulmonary hypertension,1992,100956
alcohol consumption,sleep apneahypopnea syndrome,1992,100767
nocturnal natriuretic diuresis,obstructive sleep apnea syndrome,1992,100845
blood pressure,muscle sympathetic nerve activity,1992,100762
polygraphy,sids,1992,100943
sleep apnea,xlinked mental retardation,1992,100689
data acquisition,sleep apnea syndrome,1992,100695
autopsy,electron microscopy,1992,100862
nonrapideyemovement sleep,rapideyemovement sleep,1992,97540
desaturation curve,sleep apnea,1992,100841
oxygen desaturation,sleep apnea syndrome,1992,100877
parasympathetic nervous system,sympathetic nervous system,1992,97528
nasopharynx,pulse sequences,1992,100818
paco,pao,1992,100877
chronic obstuctive pulmonary disease,data acquisition,1992,100695
hypoxia,periodic breathing,1992,100965
obesity hypoventilation syndrome,vertical banded gastroplasty,1992,99607
electromyography,pharyngeal area,1992,100961
obstructive apnea,sleep state,1992,100948
sleep apnea syndrome,sleep position training,1992,100655
congestive heart failure,insomnia,1992,100916
morbid obesity,surgery,1992,100839
hypertrophy of the palatine tonsil,sudden infant death syndrome,1992,100857
pharyngeal dilator muscle,upper airway,1992,100833
voice spectrum,voice timbre,1992,100679
afterdischarge mechanism,hypoventilation,1992,97542
hypersomnia,sleep apnoea,1992,100739
nasal packing,nocturnal,1992,100778
obesity hypoventilation syndrome,pickwickian syndrome,1992,100784
elderly,hypopnea,1992,100902
decerebrate cat,genioglossal motoneuron,1992,100698
cpap,surgery,1992,100849
sleep apnea syndromes,sympathetic nervous system,1992,100671
compartmental ventilation,respiratory timing,1992,97540
genioglossus,upper airway,1992,97541
glomus caroticum,sleep apnea syndromes,1992,100899
pharyngeal shape,upper airway,1992,97541
classification of obesity,risk,1992,125392
sleep apnea,surgery,1992,100849
sleep apnea,upper airway resistance during sleep,1992,100873
anoxia,sleep apnea syndromes,1992,100671
eye movements,respiratory timing,1992,97540
snoring,weight loss,1992,100655
snoring,uvulopalatopharyngoplasty,1992,99614
sleep apnea,upper airways,1992,97536
apnea,periodic leg movements in sleep,1992,100905
continuous positive airway pressure,obesity,1992,100919
snoring,uvulopalatopharyngoplasty,1992,100908
children,static charge sensitive bed,1992,100795
hypnotics,supraglottic resistance,1992,125222
congenital central hypoventilation syndrome,familial dysautonomia,1992,100914
benzodiazepine,midazolam,1992,100938
apnea,continuous positive airway pressure,1992,99614
factor analysis,sleepiness,1992,100911
morbid obesity,pneumonia,1992,99609
desaturation curve,oxygen stores,1992,100841
breathing patterns,periodicity index,1992,100928
obstructive sleep apnoea,polycythaemia,1992,100774
polysomnography,sleep apnea syndrome,1992,100649
elderly,sleepdisordered breathing,1992,100902
postoperative,uvulopalatopharyngoplasty,1992,100771
airways,benzodiazepine,1992,125222
acrocephalosyndactyly,upper airway compromise,1992,100783
hydrocephalus,myelomeningocele,1992,100876
central apnea,hypoxia,1992,100965
polysomnogram,stage ,1992,100830
infant,sleep,1992,100717
image processing,ultrafast imaging,1992,100818
anoxemia,blood pressure,1992,100696
rem,sleep,1992,100919
essential hypertension,sleep apnea syndromes,1992,100696
hypoventilation,nrem,1992,100919
falsenegative,lateral posture,1992,100745
obstructive sleep apnoea,ventricular arrhythmia,1992,100759
snoring,static chargesensitive bed,1992,100960
apnea,elderly,1992,99612
heart rate,stroke volume,1992,100882
neuropsychology,sleepiness,1992,100648
cardiopulmonary function,obstructive sleep apnea syndrome,1992,100794
high blood pressure,sleep apnea syndromes,1992,100899
nasopharyngeal tube,tongue retaining device,1992,100655
control of ventilation,eye movements,1992,100959
benzodiazepine,midazolam,1992,125222
carotid body,hypoxemia,1992,97531
hypoventilation,polysomnography,1992,99614
morbid obesity,sleep apnea,1992,100839
multiple sleep latency test,sleep apnea syndrome,1992,100838
atelectasis,surgery,1992,99609
carotid body,pressoreceptors,1992,100899
hypertension,hypoxia,1992,100690
morbid obesity,pickwickian syndrome,1992,99607
central apnea,periodic breathing,1992,100965
oxygenation,polysomnography,1992,125218
continuous positive airway pressure,uvulopalatopharyngoplasty,1992,99614
cine study,image processing,1992,100818
atelectasis,pulmonary complications,1992,100839
hypnotics,midazolam,1992,125222
hypersomnia,snoring,1992,100821
hemodynamics,obstructive sleep apnea,1992,97526
respiration,serotonin,1992,100698
bariatric surgery,continuous positive airway pressure,1992,99614
arnoldchiari deformity,haemangioblastoma,1992,100714
nonsteroidal,postoperative,1992,100771
pharynx,pulse sequences,1992,100818
polysomnography,sleep apnea,1992,100873
apnea,weight loss,1992,99614
circadian rhythm,obesity,1992,100880
airways,hypnotics,1992,125222
eye movements,respiratory timing,1992,100959
continuous positive airway pressure,nrem,1992,99614
hypopneas,rapideyemovement sleep,1992,97540
glomus caroticum,sleep apnea syndromes,1992,97531
tongue retaining device,weight loss,1992,100655
analgesics,uvulopalatopharyngoplasty,1992,100771
haemangioblastoma,syringomyelia,1992,100714
sleep apnoea,sleep hypoventilation,1992,125398
atelectasis,morbid obesity,1992,99609
blood pressure,sleep apnea syndromes,1992,100671
anoxia,hypertension,1992,97531
diclofenac,nonsteroidal,1992,100771
agonists carbachol,brain,1992,100665
mueller manoeuvre,ventricular arrhythmia,1992,100759
fluoxetine,sleep apnoea,1992,100817
cot death,sleep apnea,1992,100873
fragile x,sleep apnea,1992,100689
continuous positive airway pressure,rem,1992,99614
pain,uvulopalatopharyngoplasty,1992,100771
analgesics,sleep rapid eye movement,1992,100665
hypertrophy of the palatine tonsil,sleep apnea,1992,125216
blood pressure,elderly,1992,100762
falsenegative,polysomnography,1992,100745
least squares criterion,nasopharynx,1992,125219
pneumonia,sleep apnea,1992,100839
actigraph,rheumatoid arthritis,1992,125221
polysomnography,sleep apnea,1992,100862
uvulopalatopharyngoplasty,voice spectrum,1992,100679
apnea,sleep,1992,99614
microinjection,sleep apnea,1992,100698
apnea,uvulopalatopharyngoplasty,1992,100919
control of breathing,periodic breathing,1992,97534
oxygenation,saturation impairment time,1992,125218
pulse oximetry,tonsillectomy,1992,100777
antidiuretic hormone,nocturnal natriuretic diuresis,1992,100845
compartmental ventilation,rapideyemovement sleep,1992,97540
obesity hypoventilation syndrome,pneumonia,1992,99609
infants,myelomeningocele,1992,100876
hypopneas,respiratory timing,1992,100959
autonomic nervous system,autonomic stress tests,1992,100847
congenital central hypoventilation syndrome,control of breathing,1992,100914
abdominal size,neck size,1992,100740
image processing,sleep apnea,1992,100818
high blood pressure,hypoxemia,1992,97531
pharyngeal area,pharyngeal shape,1992,97541
correlation,nasopharynx,1992,125219
sleep position training,tongue retaining device,1992,100655
obstructive sleep apnea syndrome,snoring,1992,100847
electromyography,upper airway,1992,100961
genioglossus,pharyngeal area,1992,100961
selfreport,validity,1992,100872
midazolam,supraglottic resistance,1992,125222
pain,postoperative,1992,100771
pneumonia,pulmonary complications,1992,100839
electromyography,genioglossus,1992,100961
abnormalities,nasopharynx,1992,100818
fluoxetine,sleep hypoventilation,1992,100817
hypoventilation,obesity,1992,100919
blood pressure,microneurography,1992,100762
carotid body,glomus caroticum,1992,97531
compartmental ventilation,rapideyemovement sleep,1992,100959
pickwickian syndrome,sleep apnea syndrome,1992,99607
desaturation curve,lung volume,1992,100841
dog,upper airway patency,1992,100936
central apnea,sleep changes,1992,100797
oxygenation,sleep apnea,1992,125218
ballistocardiogram,static chargesensitive bed,1992,100960
nonsteroidal,surgery,1992,100771
apnea,control of breathing,1992,100876
apert syndrome,lower airway compromise,1992,100783
anoxemia,essential hypertension,1992,100696
control of breathing,myelomeningocele,1992,100876
sleep state,upper airway,1992,100948
apparentlifethreateningevent,sudden infant death syndrome,1992,100924
contractile proteins,fiber types,1992,100913
control of breathing,infants,1992,100876
hypoxia,sympathetic nerve activity,1992,100690
cor pulmonale,upper airway compromise,1992,100783
cat,gaba,1992,100964
compartmental ventilation,phasic events,1992,97540
blood pressure,essential hypertension,1992,100696
heart rate,total peripheral resistance,1992,100882
blood pressure,sleep apnea syndrome,1992,100887
high,hypertension,1992,100671
exposure to solvents,sleep apnoea,1992,100704
cine study,pharynx,1992,100818
obstructive sleep apnoea,red blood cell count,1992,100774
